encoder_id,model_id,style_axis,mean_source_semantic_similarity,median_source_semantic_similarity,sample_count
bge_m3,qwen36_35b_a3b,emotion_apology,0.8210339774423709,0.827555930630598,840
bge_m3,qwen36_35b_a3b,empathy_clinical,0.813687239426834,0.8218020034991113,840
bge_m3,qwen36_35b_a3b,expertise_explain,0.7405439196404142,0.7450083947533425,840
bge_m3,qwen36_35b_a3b,formality_request,0.8514267534806921,0.8584162417434418,840
bge_m3,qwen36_35b_a3b,humor_neutral,0.7914937163438467,0.7968500916831688,840
bge_m3,qwen36_35b_a3b,objectivity_cat,0.7581663562451644,0.7652247389339524,840
bge_m3,qwen36_35b_a3b,politeness_refusal,0.7967903821067343,0.804128586925613,840
multilingual_e5_large_instruct,qwen35_35b_a3b,concision_detail,0.9615544120050856,0.9628169735299288,840
multilingual_e5_large_instruct,qwen35_35b_a3b,emotion_apology,0.9693357413728219,0.9713032195216784,840
multilingual_e5_large_instruct,qwen35_35b_a3b,empathy_clinical,0.9625852775679967,0.9628435935412811,840
multilingual_e5_large_instruct,qwen35_35b_a3b,expertise_explain,0.9415978201487963,0.944105360262616,840
multilingual_e5_large_instruct,qwen35_35b_a3b,formality_request,0.9699910669716845,0.9714860453978531,840
multilingual_e5_large_instruct,qwen35_35b_a3b,humor_neutral,0.9647091664295688,0.9667987027117415,840
multilingual_e5_large_instruct,qwen35_35b_a3b,objectivity_cat,0.9569021555158002,0.9581434018431623,840
multilingual_e5_large_instruct,qwen35_35b_a3b,politeness_refusal,0.9604954167527813,0.9624320818178986,840
multilingual_e5_large_instruct,qwen35_4b,concision_detail,0.9628994298359173,0.963466240565055,840
multilingual_e5_large_instruct,qwen35_4b,emotion_apology,0.9707713414927428,0.9720872612079534,840
multilingual_e5_large_instruct,qwen35_4b,empathy_clinical,0.9627035122353056,0.9632733116692598,840
multilingual_e5_large_instruct,qwen35_4b,expertise_explain,0.9378824221210629,0.9389118839847093,840
multilingual_e5_large_instruct,qwen35_4b,formality_request,0.9708609559090281,0.9725934846488288,840
multilingual_e5_large_instruct,qwen35_4b,humor_neutral,0.9623310344301075,0.9641046845985987,840
multilingual_e5_large_instruct,qwen35_4b,objectivity_cat,0.964737501395044,0.9674942604743261,840
multilingual_e5_large_instruct,qwen35_4b,politeness_refusal,0.9596027678257077,0.9606978266899604,840
multilingual_e5_large_instruct,qwen35_9b,concision_detail,0.9623780035421681,0.9626560193258173,840
multilingual_e5_large_instruct,qwen35_9b,emotion_apology,0.966055256625238,0.9686194453931917,840
multilingual_e5_large_instruct,qwen35_9b,empathy_clinical,0.9591865626184193,0.9594078586198063,840
multilingual_e5_large_instruct,qwen35_9b,expertise_explain,0.9368177753459214,0.9378684070272706,840
multilingual_e5_large_instruct,qwen35_9b,formality_request,0.9684190025454068,0.9700554033517982,840
multilingual_e5_large_instruct,qwen35_9b,humor_neutral,0.9568315020169418,0.9586115474724991,840
multilingual_e5_large_instruct,qwen35_9b,objectivity_cat,0.9534303012767937,0.9554137481902736,840
multilingual_e5_large_instruct,qwen35_9b,politeness_refusal,0.9568550437525454,0.9578209353032082,840
multilingual_e5_large_instruct,qwen36_27b,concision_detail,0.9613385374974103,0.9623893840239308,840
multilingual_e5_large_instruct,qwen36_27b,emotion_apology,0.9653620816411494,0.9676071632581262,840
multilingual_e5_large_instruct,qwen36_27b,empathy_clinical,0.9577713891770018,0.9587374376304859,840
multilingual_e5_large_instruct,qwen36_27b,expertise_explain,0.9340798106112446,0.9351367694085986,840
multilingual_e5_large_instruct,qwen36_27b,formality_request,0.9676291994118394,0.9686644079012647,840
multilingual_e5_large_instruct,qwen36_27b,humor_neutral,0.9603622158405446,0.962169491600958,840
multilingual_e5_large_instruct,qwen36_27b,objectivity_cat,0.9460591042557539,0.9454386691398884,840
multilingual_e5_large_instruct,qwen36_27b,politeness_refusal,0.9580132105433172,0.9601354742045135,840
multilingual_e5_large_instruct,qwen36_35b_a3b,concision_detail,0.9601883496002134,0.9617137745281557,840
multilingual_e5_large_instruct,qwen36_35b_a3b,emotion_apology,0.9650343054168018,0.9675917892526018,840
multilingual_e5_large_instruct,qwen36_35b_a3b,empathy_clinical,0.9579324701864554,0.9587026320057126,840
multilingual_e5_large_instruct,qwen36_35b_a3b,expertise_explain,0.9381431919384386,0.9396308081440186,840
multilingual_e5_large_instruct,qwen36_35b_a3b,formality_request,0.9678096756271644,0.9687802023018368,840
multilingual_e5_large_instruct,qwen36_35b_a3b,humor_neutral,0.9607540702410994,0.9627099523471426,840
multilingual_e5_large_instruct,qwen36_35b_a3b,objectivity_cat,0.949201454925579,0.9520522531476912,840
multilingual_e5_large_instruct,qwen36_35b_a3b,politeness_refusal,0.9559272157097491,0.9570897838280515,840
text2vec_base_chinese,qwen35_35b_a3b,concision_detail,0.7450727654897793,0.7480406147076252,840
text2vec_base_chinese,qwen35_35b_a3b,emotion_apology,0.7743175298240655,0.7804044367323643,840
text2vec_base_chinese,qwen35_35b_a3b,empathy_clinical,0.7607213540968457,0.7678916750934306,840
text2vec_base_chinese,qwen35_35b_a3b,expertise_explain,0.650778952373277,0.6535154928445115,840
text2vec_base_chinese,qwen35_35b_a3b,formality_request,0.7838197769143387,0.7880898405225769,840
text2vec_base_chinese,qwen35_35b_a3b,humor_neutral,0.7715714840888503,0.7779148316820234,840
text2vec_base_chinese,qwen35_35b_a3b,objectivity_cat,0.763372381473373,0.7699776473478397,840
text2vec_base_chinese,qwen35_35b_a3b,politeness_refusal,0.7544112721474648,0.7604881772517296,840
text2vec_base_chinese,qwen35_4b,concision_detail,0.7551206737515221,0.7577092182817513,840
text2vec_base_chinese,qwen35_4b,emotion_apology,0.7897100208473327,0.7908432923384485,840
text2vec_base_chinese,qwen35_4b,empathy_clinical,0.7708332409149353,0.7751618008257535,840
text2vec_base_chinese,qwen35_4b,expertise_explain,0.6547256721510586,0.6600969874443712,840
text2vec_base_chinese,qwen35_4b,formality_request,0.7903146437039582,0.7917407692936269,840
text2vec_base_chinese,qwen35_4b,humor_neutral,0.772745167072902,0.7784477189763752,840
text2vec_base_chinese,qwen35_4b,objectivity_cat,0.8033929833820228,0.8030846014048698,840
text2vec_base_chinese,qwen35_4b,politeness_refusal,0.7616253415432885,0.7629643036974039,840
text2vec_base_chinese,qwen35_9b,concision_detail,0.7448638628591568,0.7458590777766717,840
text2vec_base_chinese,qwen35_9b,emotion_apology,0.770724229923748,0.7755605387870997,840
text2vec_base_chinese,qwen35_9b,empathy_clinical,0.7451908861429161,0.7476114146913224,840
text2vec_base_chinese,qwen35_9b,expertise_explain,0.6338474650911231,0.6341084059048843,840
text2vec_base_chinese,qwen35_9b,formality_request,0.7855462344930148,0.7912190766752932,840
text2vec_base_chinese,qwen35_9b,humor_neutral,0.7409024916534834,0.7470703484674033,840
text2vec_base_chinese,qwen35_9b,objectivity_cat,0.7598772214340802,0.7651549214199305,840
text2vec_base_chinese,qwen35_9b,politeness_refusal,0.7408034149942258,0.7451068541813494,840
text2vec_base_chinese,qwen36_27b,concision_detail,0.739637943187302,0.7357390664239732,840
text2vec_base_chinese,qwen36_27b,emotion_apology,0.766220351323828,0.7691917923229528,840
text2vec_base_chinese,qwen36_27b,empathy_clinical,0.7344659590079156,0.7397066808664486,840
text2vec_base_chinese,qwen36_27b,expertise_explain,0.6135099860717551,0.6195806758810248,840
text2vec_base_chinese,qwen36_27b,formality_request,0.7833469977272816,0.7873971232191448,840
text2vec_base_chinese,qwen36_27b,humor_neutral,0.7535011663096791,0.7543113971144086,840
text2vec_base_chinese,qwen36_27b,objectivity_cat,0.7207184139326438,0.7199347709891726,840
text2vec_base_chinese,qwen36_27b,politeness_refusal,0.7441553061005904,0.7504715489300589,840
text2vec_base_chinese,qwen36_35b_a3b,concision_detail,0.7295684511036102,0.7325651238222264,840
text2vec_base_chinese,qwen36_35b_a3b,emotion_apology,0.75725671551851,0.7591644414255563,840
text2vec_base_chinese,qwen36_35b_a3b,empathy_clinical,0.7413654480488235,0.7466187984173687,840
text2vec_base_chinese,qwen36_35b_a3b,expertise_explain,0.6338377613755867,0.6370998569950869,840
text2vec_base_chinese,qwen36_35b_a3b,formality_request,0.7758898626553083,0.7815765136291997,840
text2vec_base_chinese,qwen36_35b_a3b,humor_neutral,0.7509908651991313,0.7568464161771773,840
text2vec_base_chinese,qwen36_35b_a3b,objectivity_cat,0.7278415959672593,0.7256251180335145,840
text2vec_base_chinese,qwen36_35b_a3b,politeness_refusal,0.7274907721794629,0.7325548499494532,840
