scenario_id,style_axis,model_id,encoder_id,interior_calibration_error,mean_off_axis_drift,endpoint_separation,length_target_correlation,early_overshoot,late_under_response,non_monotonic_reversal,near_constant_response,out_of_range_extrapolation,path_length_ratio,endpoint_pc1_abs_cosine,endpoint_collapse,high_off_axis_drift,curved_trajectory,length_dominated_control,content_style_entanglement,case_label,failure_type,target_ratio,generated_text
concision_detail_011,concision_detail,qwen35_35b_a3b,multilingual_e5_large_instruct,0.38824247934387524,0.8119145278519186,0.13983877106462497,0.6539784217704622,True,True,True,False,True,5.838524391834457,0.6120315161203954,True,False,True,False,False,positive,endpoint_collapse,0.5,城市垃圾分类主要包含可回收物、有害垃圾、厨余垃圾和其他垃圾四类。可回收物需清洁干燥后投放，有害垃圾如电池须单独收集以防污染，厨余垃圾要沥干水分后投入专用桶，其他垃圾则作为最后处理对象。分类投放能有效提升资源利用率，减少环境负担，是每个市民应尽的责任，请严格按照标识将垃圾投入对应颜色的垃圾桶内，共同维护城市清洁。
concision_detail_012,concision_detail,qwen36_35b_a3b,bge_m3,0.36957832654489076,1.400062906558373,0.19695739860331493,0.04322086755587005,True,True,True,False,True,10.031241893752226,0.1839225940857746,True,True,True,False,False,positive,endpoint_collapse,0.5,选购笔记本需重点关注处理器、内存与硬盘。处理器决定运算速度，建议选新款高性能型号；内存影响多任务流畅度，建议至少16GB；硬盘决定存储容量与读写速度，推荐512GB以上固态硬盘，这三者直接决定使用体验。
formality_request_020,formality_request,qwen35_35b_a3b,text2vec_base_chinese,0.05067526062120322,0.563057353535076,0.5765903284555872,-0.6973755425062059,False,False,False,False,False,3.812934343668451,0.895902724609352,False,False,False,False,False,negative,endpoint_collapse,0.5,哎，跟你说个事儿，明天下午三点前能不能参加线上会议啊？咱们得赶紧定下来，不然安排起来挺麻烦的。另外，关于明天下午三点前请确认是否方便参加线上会议这一事项，正式通知如下：请贵方务必于明日十五时前，书面或邮件形式回复确认参会意向，以便我方统筹安排后续议程及会议资源。若届时无法出席，亦请提前告知，切勿无故缺席，以免影响整体工作进度。咱们还是得尽快敲定，这样大家心里都有数，好安排接下来的工作。
expertise_explain_038,expertise_explain,qwen35_9b,text2vec_base_chinese,0.05285941588579742,0.6149412833094807,0.6853541882232224,0.688657797142021,False,False,False,False,False,3.8866717188755864,0.8256104175143703,False,False,False,False,False,negative,endpoint_collapse,0.5,小朋友们，手机充电就像小火车在用力爬坡，发动机热乎乎的；不充电时它静静休息，当然凉快啦。其实这是电流在电池内部奔跑时，和杂质“撞”在一起产生了热量，就像摩擦生火。根据焦耳定律 Q=I²Rt，电流越大、电阻越大，发热就越多。一旦停止供电，电流归零，热量不再产生，温度自然回落至室温，这就是物理学的奇妙之处。
concision_detail_011,concision_detail,qwen35_35b_a3b,multilingual_e5_large_instruct,0.38824247934387524,0.8119145278519186,0.13983877106462497,0.6539784217704622,True,True,True,False,True,5.838524391834457,0.6120315161203954,True,False,True,False,False,positive,out_of_range_extrapolation,0.5,城市垃圾分类主要包含可回收物、有害垃圾、厨余垃圾和其他垃圾四类。可回收物需清洁干燥后投放，有害垃圾如电池须单独收集以防污染，厨余垃圾要沥干水分后投入专用桶，其他垃圾则作为最后处理对象。分类投放能有效提升资源利用率，减少环境负担，是每个市民应尽的责任，请严格按照标识将垃圾投入对应颜色的垃圾桶内，共同维护城市清洁。
concision_detail_012,concision_detail,qwen36_35b_a3b,bge_m3,0.36957832654489076,1.400062906558373,0.19695739860331493,0.04322086755587005,True,True,True,False,True,10.031241893752226,0.1839225940857746,True,True,True,False,False,positive,out_of_range_extrapolation,0.5,选购笔记本需重点关注处理器、内存与硬盘。处理器决定运算速度，建议选新款高性能型号；内存影响多任务流畅度，建议至少16GB；硬盘决定存储容量与读写速度，推荐512GB以上固态硬盘，这三者直接决定使用体验。
formality_request_020,formality_request,qwen35_35b_a3b,text2vec_base_chinese,0.05067526062120322,0.563057353535076,0.5765903284555872,-0.6973755425062059,False,False,False,False,False,3.812934343668451,0.895902724609352,False,False,False,False,False,negative,out_of_range_extrapolation,0.5,哎，跟你说个事儿，明天下午三点前能不能参加线上会议啊？咱们得赶紧定下来，不然安排起来挺麻烦的。另外，关于明天下午三点前请确认是否方便参加线上会议这一事项，正式通知如下：请贵方务必于明日十五时前，书面或邮件形式回复确认参会意向，以便我方统筹安排后续议程及会议资源。若届时无法出席，亦请提前告知，切勿无故缺席，以免影响整体工作进度。咱们还是得尽快敲定，这样大家心里都有数，好安排接下来的工作。
expertise_explain_038,expertise_explain,qwen35_9b,text2vec_base_chinese,0.05285941588579742,0.6149412833094807,0.6853541882232224,0.688657797142021,False,False,False,False,False,3.8866717188755864,0.8256104175143703,False,False,False,False,False,negative,out_of_range_extrapolation,0.5,小朋友们，手机充电就像小火车在用力爬坡，发动机热乎乎的；不充电时它静静休息，当然凉快啦。其实这是电流在电池内部奔跑时，和杂质“撞”在一起产生了热量，就像摩擦生火。根据焦耳定律 Q=I²Rt，电流越大、电阻越大，发热就越多。一旦停止供电，电流归零，热量不再产生，温度自然回落至室温，这就是物理学的奇妙之处。
concision_detail_012,concision_detail,qwen36_35b_a3b,bge_m3,0.36957832654489076,1.400062906558373,0.19695739860331493,0.04322086755587005,True,True,True,False,True,10.031241893752226,0.1839225940857746,True,True,True,False,False,positive,high_off_axis_drift,0.5,选购笔记本需重点关注处理器、内存与硬盘。处理器决定运算速度，建议选新款高性能型号；内存影响多任务流畅度，建议至少16GB；硬盘决定存储容量与读写速度，推荐512GB以上固态硬盘，这三者直接决定使用体验。
concision_detail_015,concision_detail,qwen35_4b,text2vec_base_chinese,0.3497971666498142,0.914710743291925,0.2585069743166731,-0.3488066856925117,True,True,True,False,True,6.683389689275862,0.4105741694729412,True,True,True,False,False,positive,high_off_axis_drift,0.5,光合作用是绿色植物利用光能将二氧化碳和水转化为有机物并释放氧气的过程。这一机制不仅为植物自身提供能量，更是地球上绝大多数生物生存的基础，维持着大气中的氧气平衡与碳循环稳定。
formality_request_020,formality_request,qwen35_35b_a3b,text2vec_base_chinese,0.05067526062120322,0.563057353535076,0.5765903284555872,-0.6973755425062059,False,False,False,False,False,3.812934343668451,0.895902724609352,False,False,False,False,False,negative,high_off_axis_drift,0.5,哎，跟你说个事儿，明天下午三点前能不能参加线上会议啊？咱们得赶紧定下来，不然安排起来挺麻烦的。另外，关于明天下午三点前请确认是否方便参加线上会议这一事项，正式通知如下：请贵方务必于明日十五时前，书面或邮件形式回复确认参会意向，以便我方统筹安排后续议程及会议资源。若届时无法出席，亦请提前告知，切勿无故缺席，以免影响整体工作进度。咱们还是得尽快敲定，这样大家心里都有数，好安排接下来的工作。
expertise_explain_038,expertise_explain,qwen35_9b,text2vec_base_chinese,0.05285941588579742,0.6149412833094807,0.6853541882232224,0.688657797142021,False,False,False,False,False,3.8866717188755864,0.8256104175143703,False,False,False,False,False,negative,high_off_axis_drift,0.5,小朋友们，手机充电就像小火车在用力爬坡，发动机热乎乎的；不充电时它静静休息，当然凉快啦。其实这是电流在电池内部奔跑时，和杂质“撞”在一起产生了热量，就像摩擦生火。根据焦耳定律 Q=I²Rt，电流越大、电阻越大，发热就越多。一旦停止供电，电流归零，热量不再产生，温度自然回落至室温，这就是物理学的奇妙之处。
concision_detail_011,concision_detail,qwen35_35b_a3b,multilingual_e5_large_instruct,0.38824247934387524,0.8119145278519186,0.13983877106462497,0.6539784217704622,True,True,True,False,True,5.838524391834457,0.6120315161203954,True,False,True,False,False,positive,curved_trajectory,0.5,城市垃圾分类主要包含可回收物、有害垃圾、厨余垃圾和其他垃圾四类。可回收物需清洁干燥后投放，有害垃圾如电池须单独收集以防污染，厨余垃圾要沥干水分后投入专用桶，其他垃圾则作为最后处理对象。分类投放能有效提升资源利用率，减少环境负担，是每个市民应尽的责任，请严格按照标识将垃圾投入对应颜色的垃圾桶内，共同维护城市清洁。
concision_detail_012,concision_detail,qwen36_35b_a3b,bge_m3,0.36957832654489076,1.400062906558373,0.19695739860331493,0.04322086755587005,True,True,True,False,True,10.031241893752226,0.1839225940857746,True,True,True,False,False,positive,curved_trajectory,0.5,选购笔记本需重点关注处理器、内存与硬盘。处理器决定运算速度，建议选新款高性能型号；内存影响多任务流畅度，建议至少16GB；硬盘决定存储容量与读写速度，推荐512GB以上固态硬盘，这三者直接决定使用体验。
formality_request_020,formality_request,qwen35_35b_a3b,text2vec_base_chinese,0.05067526062120322,0.563057353535076,0.5765903284555872,-0.6973755425062059,False,False,False,False,False,3.812934343668451,0.895902724609352,False,False,False,False,False,negative,curved_trajectory,0.5,哎，跟你说个事儿，明天下午三点前能不能参加线上会议啊？咱们得赶紧定下来，不然安排起来挺麻烦的。另外，关于明天下午三点前请确认是否方便参加线上会议这一事项，正式通知如下：请贵方务必于明日十五时前，书面或邮件形式回复确认参会意向，以便我方统筹安排后续议程及会议资源。若届时无法出席，亦请提前告知，切勿无故缺席，以免影响整体工作进度。咱们还是得尽快敲定，这样大家心里都有数，好安排接下来的工作。
expertise_explain_038,expertise_explain,qwen35_9b,text2vec_base_chinese,0.05285941588579742,0.6149412833094807,0.6853541882232224,0.688657797142021,False,False,False,False,False,3.8866717188755864,0.8256104175143703,False,False,False,False,False,negative,curved_trajectory,0.5,小朋友们，手机充电就像小火车在用力爬坡，发动机热乎乎的；不充电时它静静休息，当然凉快啦。其实这是电流在电池内部奔跑时，和杂质“撞”在一起产生了热量，就像摩擦生火。根据焦耳定律 Q=I²Rt，电流越大、电阻越大，发热就越多。一旦停止供电，电流归零，热量不再产生，温度自然回落至室温，这就是物理学的奇妙之处。
concision_detail_026,concision_detail,qwen35_35b_a3b,bge_m3,0.3336294592602027,1.4159845477410404,0.21110855698563483,0.9290918346392798,True,True,True,False,True,8.597080746566798,0.3858271944158977,True,True,True,True,False,positive,length_dominated_control,0.5,光合作用是植物利用光能将二氧化碳和水转化为有机物并释放氧气的过程。这一反应发生在叶绿体中，光能首先被叶绿素捕获并转化为化学能，储存在 ATP 和 NADPH 中，随后通过暗反应将无机碳固定为葡萄糖，实现了从光能到化学能的关键转换，为地球生命提供了能量基础。
concision_detail_034,concision_detail,qwen35_9b,text2vec_base_chinese,0.3214703137863145,0.8185521583562402,0.4283725454349233,0.8426564930725712,True,True,True,False,False,5.634537697897312,0.39085268331455764,False,False,True,True,False,positive,length_dominated_control,0.5,申请退款时，请您先联系我们的客服确认订单状态。随后，您需准备订单号、支付凭证及退款原因说明等材料提交审核。我们会在规定工作日内处理您的请求，并将款项原路退回至您的支付账户，请您耐心等待，感谢您的配合。
formality_request_020,formality_request,qwen35_35b_a3b,text2vec_base_chinese,0.05067526062120322,0.563057353535076,0.5765903284555872,-0.6973755425062059,False,False,False,False,False,3.812934343668451,0.895902724609352,False,False,False,False,False,negative,length_dominated_control,0.5,哎，跟你说个事儿，明天下午三点前能不能参加线上会议啊？咱们得赶紧定下来，不然安排起来挺麻烦的。另外，关于明天下午三点前请确认是否方便参加线上会议这一事项，正式通知如下：请贵方务必于明日十五时前，书面或邮件形式回复确认参会意向，以便我方统筹安排后续议程及会议资源。若届时无法出席，亦请提前告知，切勿无故缺席，以免影响整体工作进度。咱们还是得尽快敲定，这样大家心里都有数，好安排接下来的工作。
expertise_explain_038,expertise_explain,qwen35_9b,text2vec_base_chinese,0.05285941588579742,0.6149412833094807,0.6853541882232224,0.688657797142021,False,False,False,False,False,3.8866717188755864,0.8256104175143703,False,False,False,False,False,negative,length_dominated_control,0.5,小朋友们，手机充电就像小火车在用力爬坡，发动机热乎乎的；不充电时它静静休息，当然凉快啦。其实这是电流在电池内部奔跑时，和杂质“撞”在一起产生了热量，就像摩擦生火。根据焦耳定律 Q=I²Rt，电流越大、电阻越大，发热就越多。一旦停止供电，电流归零，热量不再产生，温度自然回落至室温，这就是物理学的奇妙之处。
emotion_apology_038,emotion_apology,qwen36_27b,multilingual_e5_large_instruct,0.3670406965272527,0.48644325404687505,0.2618422995853704,-0.2429435488895334,False,True,True,False,False,4.148947212899558,0.9391087757479456,False,False,False,False,True,positive,content_style_entanglement,0.5,您好，对于此次注册流程中出现的卡顿情况，我们深表歉意，这确实给您带来了不佳的使用体验，我们对此高度重视。为了尽快帮您完成操作，建议您尝试清除浏览器缓存后刷新页面，或更换网络环境重新提交信息。若问题依旧存在，请随时联系我们，我们将全程协助您处理。
emotion_apology_038,emotion_apology,qwen36_27b,bge_m3,0.33274435788523904,0.46874240947159934,0.5963551272983313,-0.2429435488895334,False,True,False,False,False,3.7688123943197085,0.942412520217915,False,False,False,False,True,positive,content_style_entanglement,0.5,您好，对于此次注册流程中出现的卡顿情况，我们深表歉意，这确实给您带来了不佳的使用体验，我们对此高度重视。为了尽快帮您完成操作，建议您尝试清除浏览器缓存后刷新页面，或更换网络环境重新提交信息。若问题依旧存在，请随时联系我们，我们将全程协助您处理。
formality_request_020,formality_request,qwen35_35b_a3b,text2vec_base_chinese,0.05067526062120322,0.563057353535076,0.5765903284555872,-0.6973755425062059,False,False,False,False,False,3.812934343668451,0.895902724609352,False,False,False,False,False,negative,content_style_entanglement,0.5,哎，跟你说个事儿，明天下午三点前能不能参加线上会议啊？咱们得赶紧定下来，不然安排起来挺麻烦的。另外，关于明天下午三点前请确认是否方便参加线上会议这一事项，正式通知如下：请贵方务必于明日十五时前，书面或邮件形式回复确认参会意向，以便我方统筹安排后续议程及会议资源。若届时无法出席，亦请提前告知，切勿无故缺席，以免影响整体工作进度。咱们还是得尽快敲定，这样大家心里都有数，好安排接下来的工作。
expertise_explain_038,expertise_explain,qwen35_9b,text2vec_base_chinese,0.05285941588579742,0.6149412833094807,0.6853541882232224,0.688657797142021,False,False,False,False,False,3.8866717188755864,0.8256104175143703,False,False,False,False,False,negative,content_style_entanglement,0.5,小朋友们，手机充电就像小火车在用力爬坡，发动机热乎乎的；不充电时它静静休息，当然凉快啦。其实这是电流在电池内部奔跑时，和杂质“撞”在一起产生了热量，就像摩擦生火。根据焦耳定律 Q=I²Rt，电流越大、电阻越大，发热就越多。一旦停止供电，电流归零，热量不再产生，温度自然回落至室温，这就是物理学的奇妙之处。
