scenario_id,style_axis,selection_seed,purpose,input_text,style_A,style_B
empathy_clinical_019,empathy_clinical,20260916,prompt_temperature_robustness,计划已久的旅行因天气原因被迫取消，感到失落且不知如何重新安排。,临床冷静、客观描述、少情绪安慰,高共情、安慰性强、承认对方感受并鼓励
empathy_clinical_011,empathy_clinical,20260916,prompt_temperature_robustness,在公园散步时看到环境脏乱差，担心影响健康，希望相关部门改善。,临床冷静、客观描述、少情绪安慰,高共情、安慰性强、承认对方感受并鼓励
empathy_clinical_006,empathy_clinical,20260916,prompt_temperature_robustness,新购买的智能设备无法连接网络，影响日常使用体验。,临床冷静、客观描述、少情绪安慰,高共情、安慰性强、承认对方感受并鼓励
empathy_clinical_035,empathy_clinical,20260916,prompt_temperature_robustness,购买的电子产品刚过保修期就出现故障，维修费用高，感到担心和不满。,临床冷静、客观描述、少情绪安慰,高共情、安慰性强、承认对方感受并鼓励
empathy_clinical_010,empathy_clinical,20260916,prompt_temperature_robustness,家人最近身体不舒服，但各项检查指标正常，心里始终放不下。,临床冷静、客观描述、少情绪安慰,高共情、安慰性强、承认对方感受并鼓励
expertise_explain_011,expertise_explain,20260916,prompt_temperature_robustness,为什么煮熟的鸡蛋会变硬，而生鸡蛋是软的？,面向五岁儿童的幼儿园老师，生动、简单、带比喻,面向物理学博士后的学术解释，术语密集、严谨、可含公式或专业概念
expertise_explain_021,expertise_explain,20260916,prompt_temperature_robustness,讲述为什么洗澡时身体会感觉变轻。,面向五岁儿童的幼儿园老师，生动、简单、带比喻,面向物理学博士后的学术解释，术语密集、严谨、可含公式或专业概念
expertise_explain_040,expertise_explain,20260916,prompt_temperature_robustness,为什么天空在白天看起来是蓝色的而不是其他颜色？,面向五岁儿童的幼儿园老师，生动、简单、带比喻,面向物理学博士后的学术解释，术语密集、严谨、可含公式或专业概念
expertise_explain_031,expertise_explain,20260916,prompt_temperature_robustness,为什么磁铁能吸住铁钉却吸不住塑料玩具？,面向五岁儿童的幼儿园老师，生动、简单、带比喻,面向物理学博士后的学术解释，术语密集、严谨、可含公式或专业概念
expertise_explain_028,expertise_explain,20260916,prompt_temperature_robustness,为什么冬天穿厚衣服会感觉暖和？,面向五岁儿童的幼儿园老师，生动、简单、带比喻,面向物理学博士后的学术解释，术语密集、严谨、可含公式或专业概念
formality_request_034,formality_request,20260916,prompt_temperature_robustness,关于本季度学生综合素质评价结果，请家长于本周五前登录系统查看。,口语、随意、像朋友之间聊天,正式、公文式、措辞规范、礼貌但有距离感
formality_request_038,formality_request,20260916,prompt_temperature_robustness,请提前预约下个月的技术培训课程，名额有限，需尽快报名。,口语、随意、像朋友之间聊天,正式、公文式、措辞规范、礼貌但有距离感
formality_request_013,formality_request,20260916,prompt_temperature_robustness,请提供您想订购的三种商品名称以便核对库存。,口语、随意、像朋友之间聊天,正式、公文式、措辞规范、礼貌但有距离感
formality_request_023,formality_request,20260916,prompt_temperature_robustness,顾客需要确认网购订单的发货地址是否正确无误。,口语、随意、像朋友之间聊天,正式、公文式、措辞规范、礼貌但有距离感
formality_request_028,formality_request,20260916,prompt_temperature_robustness,请用户确认是否同意修改账户绑定的手机号。,口语、随意、像朋友之间聊天,正式、公文式、措辞规范、礼貌但有距离感
humor_neutral_020,humor_neutral,20260916,prompt_temperature_robustness,员工因打印机卡纸导致文件无法打印，需要向行政人员报修并说明紧急程度。,中性、平实、无玩笑,幽默、轻微吐槽、有俏皮表达，但不跑题
humor_neutral_018,humor_neutral,20260916,prompt_temperature_robustness,科技爱好者讨论最新款智能手机的电池续航表现，分享日常使用中的实际体验。,中性、平实、无玩笑,幽默、轻微吐槽、有俏皮表达，但不跑题
humor_neutral_025,humor_neutral,20260916,prompt_temperature_robustness,家庭成员讨论如何在周末合理安排时间兼顾家务与亲子互动。,中性、平实、无玩笑,幽默、轻微吐槽、有俏皮表达，但不跑题
humor_neutral_031,humor_neutral,20260916,prompt_temperature_robustness,社区公告栏张贴了关于垃圾分类的新规定，部分居民表示不理解。,中性、平实、无玩笑,幽默、轻微吐槽、有俏皮表达，但不跑题
humor_neutral_038,humor_neutral,20260916,prompt_temperature_robustness,新买的智能音箱经常误触发，导致半夜自动播放音乐打扰休息。,中性、平实、无玩笑,幽默、轻微吐槽、有俏皮表达，但不跑题
objectivity_cat_015,objectivity_cat,20260916,prompt_temperature_robustness,图书馆角落的书架上，一本泛黄的书被读者轻轻翻开，书页间夹着干枯的银杏叶。,客观观察记录，像医学或生物学记录，克制、无感情色彩,抒情现代散文诗，意象丰富、情感浓、辞藻华丽
objectivity_cat_014,objectivity_cat,20260916,prompt_temperature_robustness,老式座钟的摆锤在墙面上投下规律的阴影，秒针跳动声清晰可闻。,客观观察记录，像医学或生物学记录，克制、无感情色彩,抒情现代散文诗，意象丰富、情感浓、辞藻华丽
objectivity_cat_024,objectivity_cat,20260916,prompt_temperature_robustness,母亲在客厅整理玩具箱，将积木分类放入格子中。,客观观察记录，像医学或生物学记录，克制、无感情色彩,抒情现代散文诗，意象丰富、情感浓、辞藻华丽
objectivity_cat_012,objectivity_cat,20260916,prompt_temperature_robustness,社区广场上，几位老人正在打太极，动作缓慢而连贯，周围树叶随风飘落。,客观观察记录，像医学或生物学记录，克制、无感情色彩,抒情现代散文诗，意象丰富、情感浓、辞藻华丽
objectivity_cat_021,objectivity_cat,20260916,prompt_temperature_robustness,智能音箱在客厅里播放着舒缓的古典音乐，光线随着旋律节奏微微闪烁。,客观观察记录，像医学或生物学记录，克制、无感情色彩,抒情现代散文诗，意象丰富、情感浓、辞藻华丽
politeness_refusal_007,politeness_refusal,20260916,prompt_temperature_robustness,旅行社推荐高价豪华游套餐，请直接表示不需要并拒绝购买。,直白、不委婉、略显生硬，但不侮辱,委婉、礼貌、照顾对方面子，给出缓冲理由
politeness_refusal_018,politeness_refusal,20260916,prompt_temperature_robustness,同事提出增加工作量请求，需要表示无法承担。,直白、不委婉、略显生硬，但不侮辱,委婉、礼貌、照顾对方面子，给出缓冲理由
politeness_refusal_023,politeness_refusal,20260916,prompt_temperature_robustness,询问商家是否支持七天无理由退货，但对方表示该商品不支持退换。,直白、不委婉、略显生硬，但不侮辱,委婉、礼貌、照顾对方面子，给出缓冲理由
politeness_refusal_036,politeness_refusal,20260916,prompt_temperature_robustness,请求协助调试新购买的智能设备连接问题，需对方确认是否具备解决能力。,直白、不委婉、略显生硬，但不侮辱,委婉、礼貌、照顾对方面子，给出缓冲理由
politeness_refusal_039,politeness_refusal,20260916,prompt_temperature_robustness,朋友邀请周末去爬山，你因身体原因无法同行。,直白、不委婉、略显生硬，但不侮辱,委婉、礼貌、照顾对方面子，给出缓冲理由
